Participant_id,Trial,idx_epoch,id_ratings,Experiment_id,Start_time,Valence,Arousal,Dominance,Liking,Familiarity
1,6,117,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,118,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,119,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,120,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,121,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,122,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,123,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,6,127,1-6,31,6176062,3.03,8.14,2.86,8.04,1.0
1,7,135,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,136,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,137,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,138,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,139,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,140,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,141,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,142,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,143,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,144,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,145,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,7,146,1-7,40,7138735,5.1,7.12,6.17,5.97,3.0
1,8,154,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,155,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,156,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,157,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,158,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,159,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,160,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,161,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,162,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,163,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,164,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,8,165,1-8,39,8081417,3.24,6.18,7.87,6.15,1.0
1,9,171,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,172,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,173,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,174,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,175,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,176,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,177,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,178,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,179,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,180,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,181,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,9,182,1-9,13,8960934,1.95,3.12,2.87,6.18,1.0
1,10,188,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,189,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,190,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,191,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,192,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,193,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,194,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,195,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,196,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,197,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,198,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,10,199,1-10,33,9816492,3.81,3.85,4.78,5.13,1.0
1,11,206,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,207,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,208,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,209,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,210,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,211,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,212,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,213,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,214,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,215,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,216,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,11,217,1-11,6,10696693,8.27,3.92,7.0,8.03,2.0
1,12,223,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,224,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,225,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,226,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,229,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,230,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,231,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,232,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,233,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,12,234,1-12,10,11559734,1.99,4.86,2.04,7.09,2.0
1,13,244,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,245,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,246,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,247,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,248,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,249,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,250,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,251,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,252,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,253,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,254,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,13,255,1-13,35,12593050,2.06,8.15,8.05,5.18,1.0
1,14,261,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,262,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,263,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,264,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,265,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,266,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,267,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,268,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,269,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,270,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,271,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,14,272,1-14,22,13429432,7.09,2.08,7.06,7.37,1.0
1,15,277,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,278,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,279,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,280,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,281,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,282,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,283,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,284,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,285,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,286,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,287,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,15,288,1-15,15,14230827,3.17,8.08,2.91,5.04,1.0
1,16,293,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,294,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,295,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,296,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,297,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,298,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,299,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,300,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,301,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,302,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,303,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,16,304,1-16,17,15040219,2.46,6.91,6.77,6.41,4.0
1,17,309,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,310,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,311,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,312,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,313,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,314,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,315,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,316,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,317,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,318,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,319,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,17,320,1-17,36,15852443,2.9,6.92,6.5,3.87,1.0
1,18,325,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,326,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,327,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,328,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,329,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,330,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,331,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,332,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,333,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,334,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,335,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,18,336,1-18,34,16671331,2.28,7.09,7.28,6.92,1.0
1,19,343,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,344,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,345,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,346,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,347,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,348,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,349,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,350,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,351,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,352,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,353,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,19,354,1-19,14,17538704,4.18,2.24,3.04,5.04,4.0
1,20,360,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,361,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,362,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,363,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,364,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,365,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,366,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,367,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,368,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,369,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,370,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,20,371,1-20,27,18394413,7.35,6.95,7.03,7.29,4.0
1,21,421,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,422,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,423,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,424,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,425,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,426,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,427,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,428,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,429,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,431,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,21,432,1-21,11,21438533,2.99,2.36,3.63,6.24,1.0
1,22,436,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,437,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,438,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,439,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,440,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,441,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,442,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,443,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,444,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,445,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,446,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,22,447,1-22,30,22211440,2.08,2.99,3.22,7.33,2.0
1,23,453,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,454,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,455,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,456,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,457,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,458,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,459,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,460,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,461,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,462,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,463,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,23,464,1-23,29,23070480,1.36,2.27,3.0,8.14,2.0
1,24,470,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,471,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,472,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,473,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,474,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,475,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,476,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,477,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,478,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,479,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,480,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,24,481,1-24,1,23886202,7.71,7.6,6.9,7.83,5.0
1,25,487,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,488,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,489,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,490,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,491,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,492,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,493,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,494,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,495,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,496,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,497,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,25,498,1-25,7,24727583,7.44,3.73,7.08,7.04,2.0
1,26,502,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,503,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,504,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,505,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,506,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,507,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,508,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,509,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,510,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,511,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,512,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,26,513,1-26,32,25513149,2.28,8.0,3.27,3.95,4.0
1,27,519,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,520,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,521,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,522,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,523,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,524,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,525,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,526,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,527,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,528,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,27,529,1-27,12,26324041,2.71,2.77,3.4,7.35,1.0
1,28,534,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,535,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,536,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,537,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,538,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,539,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,540,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,541,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,542,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,543,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,544,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,28,545,1-28,16,27096611,6.81,7.44,8.15,7.14,3.0
1,29,549,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,550,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,551,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,552,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,553,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,554,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,555,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,556,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,557,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,558,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,559,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,29,560,1-29,25,27849356,8.86,7.21,8.65,7.21,2.0
1,30,565,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,566,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,567,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,568,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,569,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,570,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,571,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,572,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,573,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,574,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,575,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,30,576,1-30,28,28631424,3.88,3.35,4.01,7.87,1.0
1,31,581,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,582,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,583,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,584,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,585,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,586,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,587,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,588,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,589,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,590,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,591,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,31,592,1-31,8,29432485,7.32,2.55,6.32,5.87,4.0
1,32,597,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,598,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,599,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,600,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,601,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,602,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,603,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,604,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,605,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,606,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,607,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,32,608,1-32,3,30256705,8.58,7.54,9.0,7.08,5.0
1,33,613,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,614,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,615,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,616,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,617,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,618,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,619,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,620,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,621,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
1,33,622,1-33,38,31027614,3.33,7.18,6.54,6.62,1.0
